id,title,tags,overview,genres,cluster,component_1,component_2
175574,Free Birds,"animation comedy family holiday thanksgiving freedom duringcreditsstinger 3d owenwilson woodyharrelson amypoehler jimmyhayward In this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.","In this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.",animation comedy family,0,0.12175036554799654,-0.037902518148265715
8077,Alien³,"sciencefiction action horror prison android spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorph sigourneyweaver charless.dutton charlesdance davidfincher After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.","After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",sciencefiction action horror,2,0.10183666113740734,0.1251533979257636
8818,Evita,"history drama music prostitute deification dancehallhostess perónism argentinepresident risetopower singingnarrator soccerball madonna antoniobanderas jonathanpryce alanparker The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.","The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.",history drama music,1,0.13824259114232393,-0.07669382108831342
8195,Ronin,"action thriller crime adventure paris france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoround robertdeniro jeanreno nataschamcelhone johnfrankenheimer A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.","A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",action thriller crime adventure,4,0.10727828210680965,0.11930738131269172
10586,The Ghost and the Darkness,"adventure africa lion bridge basedontruestory kenya animalattack lionattack colonialism swahili michaeldouglas valkilmer tomwilkinson stephenhopkins Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.","Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",adventure,2,0.06748045499309854,0.03663607037500458
116149,Paddington,"family comedy england trainstation basedonnovel bear anthropomorphism talkingtoanimals children'sbook nicolekidman petercapaldi benwhishaw paulking A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...","A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",family comedy,0,0.14087263930217336,-0.052288430216513665
80035,The Watch,"comedy usa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighbor benstiller vincevaughn jonahhill akivaschaffer Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.","Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",comedy,1,0.12223611889753112,-0.005691304437904962
10632,The Hunted,"drama action thriller crime hunter fbi knife balkanwar woods psychopathickiller slaughter survivalist maniac specialforces killingspree combat exsoldier darkpast manhunt goryviolence tommyleejones beniciodeltoro connienielsen williamfriedkin In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.","In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",drama action thriller crime,4,0.10607129016731968,0.0960602479711511
12117,Instinct,"drama mystery thriller prison gorilla research instinct murder psychologist anthonyhopkins cubagoodingjr. donaldsutherland jonturteltaub Dr. Ethan Powell, an anthropologist, is in Africa studying apes when he is lost for two years. When he is found, he kills 3 men and puts 2 in the hospital. Cuba Gooding's character is a psychiatrist who wants to take up the task of trying to get Dr. Powell to speak again and maybe even stand judgment at a trial for his release from prison of mental cases. Along the way, Cuba has to deal with also helping the mental patients that are being abused and neglected. In this process Cuba learns a few things about himself and life, and so does Anthony Hopkins character, Dr. Powell.","Dr. Ethan Powell, an anthropologist, is in Africa studying apes when he is lost for two years. When he is found, he kills 3 men and puts 2 in the hospital. Cuba Gooding's character is a psychiatrist who wants to take up the task of trying to get Dr. Powell to speak again and maybe even stand judgment at a trial for his release from prison of mental cases. Along the way, Cuba has to deal with also helping the mental patients that are being abused and neglected. In this process Cuba learns a few things about himself and life, and so does Anthony Hopkins character, Dr. Powell.",drama mystery thriller,3,0.1124168579830061,0.03225707917792186
1792,Stuck on You,"comedy sex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese mattdamon gregkinnear evamendes bobbyfarrelly In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.","In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",comedy,1,0.07304129051796163,-0.05611144352615751
13260,Semi-Pro,"comedy sport basketball flintmichigan nba merger trade garbagecan canon ramp championship deadparent willferrell mauratierney woodyharrelson kentalterman Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.","Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",comedy,1,0.07906537426596268,-0.017939793755636764
72197,The Pirates! In an Adventure with Scientists!,"animation adventure family comedy rivalry stopmotion pirate aftercreditsstinger duringcreditsstinger hughgrant brendangleeson jeremypiven peterlord The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!","The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",animation adventure family comedy,0,0.1423093751192172,0.01563837635812891
3580,Changeling,"crime drama mystery corruption mother nudity minister power public government police reunion murder conspiracy losangeles missing motherlove criticism angelinajolie jeffreydonovan johnmalkovich clinteastwood Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.","Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",crime drama mystery,4,0.13046428171291133,0.07415879416522853
12123,Chain Reaction,action drama sciencefiction thriller fbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstinger keanureeves morganfreeman rachelweisz andrewdavis Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,action drama sciencefiction thriller,4,0.1223851080112731,0.1437181406288292
9566,The Fan,"drama mystery thriller sport luck sanfranciscogiants childcustody baseballpitcher baseballfan psychoticfan sportsagent drivingrange steamroom robertdeniro wesleysnipes ellenbarkin tonyscott When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.","When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.",drama mystery thriller,4,0.12197854326230846,0.04445040763346156
9833,The Phantom of the Opera,"thriller drama romance dancing obsession auction wheelchair rose productplacement musical remake tragicvillain blackandwhite rooftop heroine disfiguredface basedonstagemusical theater disfigurementmask breakingmirror operasinger 1910s gerardbutler emmyrossum patrickwilson joelschumacher Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love","Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love",thriller drama romance,1,0.12132814962197849,-0.06545368028446528
4517,Elizabeth: The Golden Age,"drama history romance england assassination spain virgin colony governance queenelizabethi religiouswar tudors execution middleages catholicism seabattle palaceintrigue cateblanchett cliveowen geoffreyrush shekharkapur When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.","When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.",drama history romance,1,0.08520296310855913,-0.009930251122870352
8202,Æon Flux,"action sciencefiction martialarts dystopia surrealism basedoncartoon shootout espionage infertility cyberpunk extremeviolence sabotage oneagainstmany womandirector handtohandcombat actionheroine humancloning 25thcentury charlizetheron martoncsokas jonnyleemiller karynkusama 400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.","400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",action sciencefiction,2,0.12308892944559732,0.12289161232039873
16072,Gods and Generals,"drama history war war battle unionsoldier confederatesoldier americancivilwar secession stephenlang jeffdaniels robertduvall ronaldf.maxwell The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.","The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.",drama history war,2,0.12890980212775752,0.028856670546909484
34314,Turbulence,"action thriller crime stewardess airplane shootout airmarshal christmas turbulence rayliotta laurenholly brendangleeson robertbutler On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.","On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.",action thriller crime,4,0.09313434536982967,0.07422709635079007
19724,Imagine That,"comedy  eddiemurphy thomashadenchurch yarashahidi kareykirkpatrick A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.","A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",comedy,1,0.0834154618554775,-0.025631282740758213
145220,Muppets Most Wanted,"comedy adventure crime family musical themuppets rickygervais tyburrell tinafey jamesbobin While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.","While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",comedy adventure crime family,0,0.11679874119436606,0.004496804859752752
14623,Thunderbirds,"action adventure comedy family fantasy sciencefiction secretorganization basedontvseries goldengatebridge locker oilrig  teenagehero soakedclothes thunderbirds bradycorbet sorenfulton deboraweston jonathanfrakes Dangerous missions are the bread and butter of the Thunderbirds, a high-tech secret force employed by the government. Led by Jeff Tracy (Bill Paxton), the Thunderbirds are at the top of their game, but their nemesis, The Hood (Ben Kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. He'll soon discover that the Thunderbirds won't go down.","Dangerous missions are the bread and butter of the Thunderbirds, a high-tech secret force employed by the government. Led by Jeff Tracy (Bill Paxton), the Thunderbirds are at the top of their game, but their nemesis, The Hood (Ben Kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. He'll soon discover that the Thunderbirds won't go down.",action adventure comedy family fantasy sciencefiction,0,0.15678043830837027,0.10066442755141917
42297,Burlesque,"drama romance musical losangeles burlesque burlesquedancer cher christinaaguilera ericdane steveantin The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue","The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue",drama romance,1,0.11758399379080864,-0.06900653556376025
2841,Un long dimanche de fiançailles,"drama paris prostitute lossoflover amnesia bodilydisabledperson worldwari wheelchair brittany lighthouse verdun lighthousekeeper teenagecrush disappearance soldier illegalprostitution privatedetective missingperson polio trenches audreytautou gaspardulliel dominiquepinon jean-pierrejeunet In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...","In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...",drama,1,0.1177978164350567,0.006205615875123342
802,Lolita,"drama romance sexualobsession hotel depression lossofmother smalltown flirt midlifecrisis eroticism youngster lolita motel diary seduction forbiddenlove professorforliterature provocation fascination one-sidedlove widow adoptivefather lossofhusband summercamp secretlove jamesmason suelyon shelleywinters stanleykubrick Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.","Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",drama romance,1,0.10339694650793911,-0.05549826229298487
10375,D-Tox,action thriller alcoholism serialkiller hospital policeofficer detox sylvesterstallone courtneyb.vance tomberenger jimgillespie A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,action thriller,4,0.09143463079082362,0.10238021330962405
36586,Blade II,"fantasy horror action thriller katana mutation vampire silver superhero tragicvillain brokenneck lasersight violence explodingbody blade subjectivecamera torsocutinhalf reaper brokenwrist razorblade shotthroughadoor swordduel burntface wesleysnipes kriskristofferson ronperlman guillermodeltoro A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.","A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",fantasy horror action thriller,3,0.07759558334614532,0.09691110783056771
11321,Seven Pounds,drama vegetarian taxcollector pianist blind organtransplant bloodtype willsmith rosariodawson sarahjanemorris gabrielemuccino An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,drama,1,0.07236109793499457,0.0059770157338300735
70074,Bullet to the Head,"action crime thriller  sylvesterstallone sungkang sarahshahi walterhill After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.","After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",action crime thriller,4,0.09556966609844761,0.1292308537875803
242,The Godfather: Part III,"crime drama thriller italy christianity newyork assassination italo-american vatican pope confession helicopter daughter lawyer alpacino dianekeaton andygarcía francisfordcoppola In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.","In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",crime drama thriller,4,0.12850928190672165,0.01739933506211055
9621,Elizabethtown,"comedy drama romance suicide hotelroom suicideattempt newlove funeral airplane lovers fallinginlove orlandobloom kirstendunst susansarandon cameroncrowe Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.","Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",comedy drama romance,1,0.15727367318937704,-0.10742816044022743
1819,"You, Me and Dupree","comedy romance roommate loveofone'slife newlywed katehudson owenwilson mattdillon anthonyrusso After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.","After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",comedy romance,1,0.09536218907709719,-0.07806377876389156
8536,Superman II,"action adventure fantasy sciencefiction savingtheworld dccomics sequel superhero basedoncomicbook lossofvirginity criminal superpowers phantomzone rocketfiredgrenade crystalmachine superhumanstrength duringcreditsstinger genehackman christopherreeve nedbeatty richardlester Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.","Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",action adventure fantasy sciencefiction,2,0.14473332580877687,0.13443017745403785
8046,Gigli,"drama newyork mentallydisabled kidnapping blackmail missionofmurder lovers lesbian mobster benaffleck jenniferlopez justinbartha martinbrest Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.","Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",drama,4,0.08124505862599875,0.005186442095813331
1717,All the King's Men,drama thriller corruption journalist basedonnovel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat seanpenn judelaw katewinslet stevenzaillian The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren.,The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren.,drama thriller,1,0.09522462214129217,0.029585562539156066
479,Shaft,"action adventure crime thriller corruption blackpeople italo-american brothersisterrelationship drugdealer revenge murder violence drug policeofficer xenophobia samuell.jackson jeffreywright christianbale johnsingleton New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.","New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",action adventure crime thriller,4,0.14313063596150755,0.1075487544717724
9444,Anastasia,"animation family tzar musical russianrevolution trainexplosion foreignlanguageadaptation explodingtrain megryan johncusack christopherlloyd garygoldman This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.","This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",animation family,0,0.11552996455472225,-0.009063145511077623
824,Moulin Rouge!,"drama music romance duke musical writer'sblock music terminalillness writer noopeningcredits moulinrouge bohemian toulouselautrec redcurtain cancandance latraviata orpheusandeurydice dancehall nicolekidman ewanmcgregor johnleguizamo bazluhrmann A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.","A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",drama music romance,1,0.14112711041321757,-0.1213686902555101
11456,Domestic Disturbance,mystery thriller crime menace adoption dangerous adoptivefather threattodeath stepfather murder divorce ex-wife child murderhunt johntravolta vincevaughn teripolo haroldbecker A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,mystery thriller crime,4,0.15529267871438673,0.04199306333872102
